@fechaActualizacion,@id,IDIOMA,EMAIL,TELEFONO,FAX,NOMBRE_TUI,DESCRIPCION_TUI,CONTENT_URL,LATITUD_TUI,LONGITUD_TUI,Categoria_1,Categoria_2,DIRECCION_TUI,CATEGORIA_TUI,Categoria_3,Categoria_4,PK,HORARIO,EQUIPAMIENTO,TRANSPORTE,ACCESIBILIDAD,NOMBRE_VIA,CLASE_VIAL,NUM,LOCALIDAD,PROVINCIA,CODIGO_POSTAL,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,COORDENADA_X,COORDENADA_Y,ORIENTACION,Categoria_5,PLANTA,PUERTA,ESCALERAS,Categoria_6,Categoria_7
2024-12-26,86856.0,es,fundacion@fernandodecastro.es,(+34) 91 593 04 11,,Fundación Fernando de Castro,"Este edificio, que acogió la sede de la Asociación para la Enseñanza de la Mujer, fue edificado entre 1892 y 1893 para albergar las dependencias de esta Institución, creada por Fernando de Castro para ofrecer a las mujeres españolas de clase media la oportunidad de tener acceso a una enseñanza académica y científica eficaz.El edificio, construido por los arquitectos Pablo Sánchez y Gerardo de la Puente, junto a Manuel Ruiz de Quevedo, resulta original con respecto al contexto madrileño por su perfecta conjugación de lenguajes tan dispares como el eclecticismo, marcadamente académico, y el de la arquitectura del hierro, pragmático y pendiente de la naturaleza de los materiales, y que se puede disfrutar en el patio trapezoidal. Su diseño y la elección del entorno no fueron elegidos al azar, sino que se tuvieron en cuenta la luz, la ventilación y el espacio.En su interior se encuentra un importante conjunto de mobiliario característico de la segunda mitad del siglo XIX. ",https://www.esmadrid.com/informacion-turistica/fundacion-fernando-castro,40.426119,-3.6987578,Edificios y monumentos,,"de San Mateo, 15, 28004, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-04,86836.0,es,info@centrodelactor.com,(+34) 91 297 70 90,,Centro del Actor,"Este espacio para la formación continua de actores, creado por la actriz, profesora de actuación y directora de teatro Lorena García de las Bayonas, cuenta también con una sala de teatro en la que la compañía Teatro a Voces, compuesta por actores procedentes del centro, pone en escena sus montajes.La sala, de 250 metros, cuenta con un aforo para 82 personas dispuestas en una grada frontal, un escenario de 13 metros de ancho y 12 metros de fondo. Se puede alquilar para ensayos, cursos, etc. El Centro del Actor abrió sus puertas en 2011 con la idea de crear un espacio en el que los actores puedan recibir cursos puntuales a modo de reciclaje o continuar unos años para adquirir una formación parcial o completa, de la mano de maestros profesionales nacionales e internacionales.",https://www.esmadrid.com/informacion-turistica/centro-actor,40.3858853,-3.7429947,Instalaciones culturales,,"Dolores Armengot, 22, bajo, 28025, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,86562.0,es,madrid@impacthub.net,(+34) 911 924 854,,Impact Hub,"Impact Hub es una red internacional de innovación social que cuenta con varias sedes en todo el mundo. Una de ellas es ésta de la zona de Azca, situada en la Torre Picasso, en el corazón del centro financiero de Madrid. Este espacio está concebido para ofrecer soluciones profesionales para empresas que buscan una ubicación premium y servicios de alto valor e impacto.Impact Hub Picasso cuenta con soluciones profesionales para empresas en despachos, hot desks y zonas comunes. El inmueble, de 1700 m2, tiene capacidad para albergar 230 puestos de trabajo y 10 salas de reuniones y está perfectamente equipado para acoger formaciones, actividades de networking y dinamización de la comunidad. Ofrece, además, zonas comunes como una cafetería o áreas configuradas para ser el punto de encuentro de coworkers y visitantes.Además de esta sede, en Madrid cuenta con otros centros en la calle Alameda, 22 (Barrio de las Letras), en la calle Piamonte, 23 (Barrio de Chueca), en la calle Serrano Anguita, 13 (Malasaña) y en la calle Javier Ferrero, 10 (Barrio de Prosperidad).Impact Hub permite alquilar estos espacios así como la sala Gobernador (Gobernador, 26, Barrio de las Letras, cercana al Paseo del Prado) para reuniones o todo tipo de eventos. ",https://www.esmadrid.com/informacion-turistica/impact-hub,40.411463013493,-3.694105893374,Otros,,"Pablo Ruiz Picasso, 1, 28020, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,86552.0,es,madrid@utopicus.es,(+34) 911 590 510,,Utopicus,"Este espacio de coworking, situado en el Paseo de la Castellana, muy cerca de Plaza de Castilla, ocupa un edificio de 3095 m2. Con un diseño elaborado por Más que Espacio, está compuesto por oficinas privadas totalmente equipadas,  puestos Working Pass, salas de reuniones, espacios para eventos y una magnífica terraza. Además, cuenta con el certificado de sostenibilidad BREEAM Very Good y Outstanding, que demuestra su compromiso con el medioambienteEntre los servicios que ofrece se encuentran: Acceso 24/7, VPN Segura e internet vía WiFi y por cable, comunidad y networking, recepción de correspondencia y paquetería, organización de eventos, cámaras de seguridad, mobiliario, suministros, servicios de limpieza, agua purificada, café y té.Utopicus cuenta con otros espacios en las calles Príncipe de Vergara, 112; Francisco Silvela, 42; Paseo de la Habana, 9; Ramón de la Cruz, 84 y José Abascal, 56.",https://www.esmadrid.com/informacion-turistica/utopicus,40.4192992,-3.6976277,Otros,,"de la Castellana, 163, 28046, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,86547.0,es,aloha@swintonandgrant.com,(+34) 91 449 61 28,,Swinton & Grant,"En el eje que une el Museo Reina Sofía, la calle de las galerías de Doctor Fourquet y la Casa Encendida se encuentra este espacio de dos plantas en el que se funden las dos pasiones de sus creadores: los libros y el arte. Esta galería y librería busca movilizar la escena artística madrileña ofreciendo un espacio que pueda ser origen de grandes ideas.El espacio se divide en dos plantas: en la inferior se encuentra la Swinton Gallery, compuesta por dos salas de más de 200 metros cuadrados, en la que tienen cabida todo tipo de proyectos artísticos nacionales e internacionales. Por su parte, en la superior, Ciudadano Grant es una librería - café especializada en el arte urbano y de vanguardia, así como en el comic, la novela gráfica, los fanzines y el libro de artista. Dispone de un fondo diverso y especializado, tanto en castellano como en el idioma original de las publicaciones.",https://www.esmadrid.com/informacion-turistica/swinton-grant,40.4059561,-3.701775,Instalaciones culturales,,"de Miguel Servet, 21, 28012, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-05,86525.0,es,info@espositivo.es,,,Espositivo,"Espositivo nació en 2015 en el barrio de Chamberí con la intención de promocionar la creación contemporánea y contribuir a la difusión de proyectos procedentes del ámbito de las artes visuales. Desde entonces, este proyecto se ha ido convirtiéndo en un vehículo de transmisión de conocimiento mediante un programa de exposiciones, performances, seminarios, conferencias, conciertos, cursos, etc., en contacto con la comunidad internacional en Europa y Latinoamérica.Actualmente, desde su sede en Carabanchel, Espositivo funciona en un ámbito polivalente, abierto y participativo, que despliega su actividad a través de diversas ramificaciones relacionadas con la educación, la promoción del arte y las redes creativas.Espositivo cuenta con una academia de pintura y dibujo en la calle Palafox, 7, Espositivo Academy, en la que imparte varios cursos durante el año.",https://www.esmadrid.com/informacion-turistica/espositivo,40.3908088,-3.7324545,Instalaciones culturales,,"Nicolás Morales, 37, 28019, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,86511.0,es,reservasapplock@gmail.com,(+34) 644 185 243,,Lock & Be Free (calle Toledo),"Situada en pleno centro de Madrid, en el barrio de La Latina y a pocos metros de la Plaza Mayor, se encuentra esta consigna urbana automatizada donde los viajeros pueden alquilar lockers con total flexibilidad de tiempo. Ofrecen, además, una serie de servicios para facilitar la vida del viajero: cargador de móvil, reserva inmediata en el local o por Internet, acceso a wifi gratis, así como disponen de mapas de la ciudad. Lock & be free cuenta con otras sucursales en la calle Jardines, 5; en la calle de La Flor Alta,  2 (por la Gran Vía); en la calle Atocha 101; en la calle de las Infantas, 26 (Chueca); y en la calle de la Bolsa, 7 (Plaza Mayor).",https://www.esmadrid.com/informacion-turistica/lock-be-free-calle-toledo,40.41238610736,-3.707657754421,Otros,,"de Toledo, 41, 28005, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-30,86466.0,es,info@salaequis.es,,,Sala Equis,"Situado en un edificio histórico del centro de la ciudad, donde estuvo la última sala de cine porno de Madrid, el cine Alba, este gran espacio dedicado al ocio apuesta por la cultura cinematográfica, a través de ciclos temáticos. Todo ello aderezado con una oferta gastronómica de estilo callejero, que favorece los encuentros sociales.Sala Equis se divide en cuatro zonas: la Terraza, en la entrada, un amplio pasillo con estructura de callejón que recibe a los visitantes; el Ambigú, que supone una de las primeras zona de encuentro y de debate entre mesas bajas; la Plaza, el antiguo patio de butacas del cine Alba se ha transformado en la plaza de la cultura de Sala Equis, un lugar donde se mezclan experiencias compartidas en torno a una oferta gastronómica informal pensada para compartir. Conciertos en formato acústico, piezas escenográficas hechas a medida para su particular escenario y encuentros fortuitos componen el espíritu de este espacio compartido; y Sala de Cine, compuesta por 55 butacas y dedicada en exclusiva a los ciclos cinematográficos que se programan regularmente en versión original subtitulada y que también acoge visitas de actores, directores o guionistas para participar en encuentros y pases especiales.Entre las actividades que se desarrollan en este espacio, además de programación de proyecciones (películas, conciertos, videoclips, galas cinematográficas y musicales), se puede disfrutar de teatro, representaciones escénicas ad hoc para el espacio y conciertos en acústico, que se celebran en la Plaza.",https://www.esmadrid.com/informacion-turistica/sala-equis,40.4119879,-3.7058726,Instalaciones culturales,,"del Duque de Alba, 4, 28012, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,86294.0,es,rompeolas.coop@gmail.com,(+34) 91 292 57 57,,Rompeolas,"Todas las actividades relacionadas con el mundo de la música y el arte tienen en Rompeolas un espacio perfecto para poder desarrollarse, bien sea a través de actuaciones en directo o como local de ensayo. También cuenta con aulas en las que poder realizar y ensayar los trabajos y proyectos culturales y se imparten cursos para Dj’s y producción musical.Fruto de la colaboración de varios socios promotores de proyectos de producción musical e iniciativas de carácter social y educativo, surge este local que ofrece un servicio integral a músicos y personas relacionadas con la cultura musical, la formación y el desarrollo de iniciativas sociales y culturales.Los productos y servicios que ofrece son: locales de ensayo, estudio de grabación, conciertos acústicos, local para actuaciones culturales de todo tipo, alquiler de aulas, escuela de música, sala de exposiciones, actividades para niños y jóvenes, alquiler de espacios para celebraciones y mercadillo musical. Su oferta se completa con una zona común y de cafetería, consigna y parking para bicicletas o motos.",https://www.esmadrid.com/informacion-turistica/rompeolas,40.401565507973,-3.696600347757,Instalaciones culturales,,"de Tarragona, 18, 28045, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,86136.0,es,info@laescaleradejacob.es,(+34) 625 721 745,,La Escalera de Jacob,"Situada en el barrio de Lavapiés se encuentra esta sala de teatro alternativo, una de las más emblemáticas de la ciudad. En su programación no sólo tiene cabida el teatro (para todas las edades), sino que también se puede disfrutar de cine, magia, conciertos o talleres de formación. Además, cuenta con un bar con terraza abierta en temporada de verano donde poder degustar cócteles y celebrar eventos particulares o de empresas.La Escalera de Jacob es un proyecto cultural nacido en 2005 en el que se busca dar espacio a propuestas artísticas alejadas de los circuitos más comerciales, en un ambiente íntimo donde el espectador se siente parte del espectáculo.",https://www.esmadrid.com/informacion-turistica/escalera-jacob,40.4113554,-3.7028359,Instalaciones culturales,,"de Lavapiés, 9, 28012, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-21,85912.0,es,,,,Iberdrola Music,"Entre la carretera M-45 y la calle Laguna Dalga, en la Colonia Marconi (Villaverde), se sitúa el nuevo recinto que acoge el festival de música Mad Cool, así como otros eventos musicales. Iberdrola Music (antes conocido como Nuevo Espacio de Festivales de Madrid) destaca por ser el espacio sostenible más grande de Europa, ya que su electrificación ha sido creada en su totalidad con energía verde.Este nuevo recinto, que cuenta con 185 000 metros cuadrados y un aforo para más de 100 000 personas, dispone de todos los servicios necesarios para el desarrollo adecuado de los eventos musicales que en él se celebren, tanto de alimentación (barra, food trucks, según el evento), sanitarios (con la presencia de equipos de primeros auxilios), baños públicos, taquillas, etc... . Mad Cool 2024La Comunidad de Madrid refuerza el transporte público por la celebración del festival Mad Cool: ampliación hasta las 04:00 h del horario de la línea 3 de Metro (los tres últimos días, hasta las 02:30 horas el primer día) y habrá lanzadera de la EMT que conectará directamente Villaverde Alto y Sol, con paradas únicamente para salida de viajeros en Legazpi y Embajadores.Cómo llegar a Mad Cool Festival 2024Plan de movilidad con motivo del 'Mad Cool Festival Madrid 2024'",https://www.esmadrid.com/informacion-turistica/iberdrola-music,40.33002438542,-3.710401557036,Instalaciones culturales,,"Laguna Dalga, 28021, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,85871.0,es,hemperador@emperadorhotel.com,(+34) 91 547 28 00,,Lobby Art Gallery,"El Hotel Emperador, situado en la Gran Vía madrileña, cuenta con esta galería de exposiciones permanente en su lobby desde 2017. Realizado en colaboración con la empresa Vizualy, este espacio acoge muestras de todo tipo de disciplinas artísticas.De esta manera, este espacio del hotel, inspirado tanto en el ambiente de un elegante salón de té como en un clásico bar de estilo británico, se convierte en un lugar perfecto para disfrutar del arte y la cultura en pleno centro de la ciudad, donde artistas consolidados y emergentes expondrán sus obras.Tanto huéspedes del hotel como visitantes pueden visitar y comprar estas obras mientras saborean un café, cóctel o escuchan música en directo. ",https://www.esmadrid.com/informacion-turistica/lobby-art-gallery,40.42143972078,-3.708148598671,Instalaciones culturales,,"Gran Vía, 53, 28013, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-28,85866.0,es,,,,Jardines del Descubrimiento,"La Plaza de Colón alberga este parque inaugurado en 1970, próximo a la Milla de Oro madrileña, la calle Serrano, así como al Paseo de la Castellana, al Paseo de Recoletos, la calle Goya, la Biblioteca Nacional y al Museo Arqueológico Nacional.Los jardines, que tienen una extensión de 1,87 hectáreas, están dedicados al descubrimiento de América y en su interior se encuentra un monumento conmemorativo de este hecho histórico, realizado por Joaquín Vaquero Turcios.El monumento se eleva sobre un estanque y se compone de tres grandes volúmenes de hormigón con relieves relacionados con el descubrimiento. Fue erigido en 1977, cuando culminó la remodelación de la plaza de Colón y se inauguró el Centro Cultural de la Villa de Madrid, el actual Fernán Gómez. Centro Cultural de la Villa.",https://www.esmadrid.com/informacion-turistica/jardines-descubrimiento,40.4251949,-3.6887681,,,"de Goya, 2, 28001, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,85702.0,es,info@museosmetromadrid.es,(+34) 644 169 531,,Vestíbulo de Pacífico,"Aforo limitado y visitas con reserva previaEl antiguo vestíbulo de la estación de Pacífico forma parte del proyecto de recuperación del patrimonio histórico de Metro de Madrid para darlo a conocer al público. Durante todos los sábados del año se organizan visitas guiadas gratuitas a esta estación, que comenzó a prestar servicio en el año 1923, cuando se inauguró el tramo Atocha – Puente de Vallecas de la Línea 1.El vestíbulo original cerró en 1966 cuando se prolongaron los andenes de esta línea, por lo que se construyeron nuevos vestíbulos y accesos, quedando éste anticuado. La rehabilitación de este nuevo espacio museístico ha respetado la decoración original, diseñada por el arquitecto Antonio Palacios, sumándose así a otros espacios históricos de Metro, como la Nave de Motores de Pacífico, la estación de Chamberí o los Caños del Peral, en la estación de Ópera. ",https://www.esmadrid.com/informacion-turistica/vestibulo-pacifico,40.4023009,-3.675936,Instalaciones culturales,,"de Sánchez Barcaíztegui, 2, 28007, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-27,85609.0,es,info@foxinaboxmadrid.com,(+ 34) 91 040 92 82,,Fox in a Box Madrid,"Fox in a Box by Room Escape es un juego de escape en vida real y tematizado donde los participantes deben interactuar con los elementos de la habitación para resolver puzzles, encontrar pistas y llevar a cabo una misión en un tiempo máximo de 75 minutos. Los juegos están disponibles en español e inglés.Con más de 1500 metros cuadrados, el centro de la calle Áncora, en el distrito de Arganzuela, es el escape room más grande de Europa. Se divide en 6 salas con temáticas diferenciadas, un bar especializado en cervezas (Spoiler Bar) y espacios privados para empresas. Los juegos que propone son totalmente nuevos, diseñados expresamente para desarrollarse en estas instalaciones: Cadena Perpetua, El Regreso del Asesino: Zodiac, Mastermind y El Pollo Dorado Saloon. Además, cuenta con el Hall Escape Coming Home, una experiencia diseñada para grupos grandes de 8 a 20 personas.Fox in a Box organiza también Street Scapes, gymkhanas con juegos para adultos, eventos para empresas y Experiencias Kids, con juegos de escape pensados especialmente para el público infantil a partir de los 8 años.Los juegos admiten desde 2 a 7 jugadores. ",https://www.esmadrid.com/informacion-turistica/fox-box-madrid,40.4027923,-3.6920074,Otros,,"del Áncora, 12, 28045, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-07,85606.0,es,info@investigacionyarte.com,(+34) 91 369 35 80,,Art Room Espacio Experimental,"Esta sala expositiva del popular Barrio de las Letras es un espacio abierto a la experimentación que ofrece una innovadora propuesta artística basada en exposiciones marcadas por un claro carácter experimental, en las que el artista puede defender su proyecto partiendo de los procesos intelectuales y técnicos que le han motivado.En Art Room tienen cabida todos los géneros artísticos que contengan un lenguaje contemporáneo, con una reflexión teórica o estética del mundo actual. ",https://www.esmadrid.com/informacion-turistica/art-room-espacio-experimental,40.413004899921,-3.697520345449,Instalaciones culturales,,"de Santa María, 15, 28014, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-18,85593.0,es,info@cavabajagallery.com,(+ 34) 91 825 80 07,,Cava Baja Gallery,"Situada en la calle Cava Baja que le da nombre, entre fondas y tabernas centenarias y los más exclusivos restaurantes y bares de tapas de Madrid, esta galería expone de manera permanente las últimas creaciones de sus dos artistas representados en exclusiva: Alfredo Roldán (Madrid 1965), artista post cubista y Dimas Arrieta (Madrid 1991), artista abstracto. ",https://www.esmadrid.com/informacion-turistica/cava-baja-gallery,40.412224,-3.7093423,Instalaciones culturales,,"de la Cava Baja, 27, 28005, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-26,85252.0,es,hola@desertcity.es,(+ 34) 91 833 50 04,,Desert City,"Desert City es un vivero biotecnológico especializado en xeropaisajismo en el que, además de investigar, cultivar, exponer y divulgar conocimientos sobre los cactus y otras plantas xerofíticas, algunas autóctonas de la Comunidad de Madrid, se puede disfrutar de un gran jardín botánico experimental de cerca de 5000 m2, compuesto por unas 600 especies, que también se pueden adquirir por el público.El jardín fusiona los elementos estéticos de los paisajes naturales de las zonas áridas y semiáridas del planeta, como son los cactus, con plantas autóctonas de clima mediterráneo (lavanda, romero, etc…).Se encuentra dividido en 5 zonas: Arizona, en el que conviven cactus diversos creando un armonioso conjunto; Oasis, un bosque de palmeras y abundante agua, que ayudan a la relajación,  donde se puede visitar desde finales de mayo a finales de noviembre la única colección de nenúfares tropicales acreditada por la Sociedad Internacional de Nenúfares  y paisajismo acuático en España; Tabernas, curioso espacio de paisajismo minimalista que rompe con la estética del resto del jardín; Toscana, una reinterpretación del jardín señorial italiano, con especies como el olivo, el granado, el mirto o la lavanda mezcladas con otras de origen mexicano como las yucas, los sotoles o los agaves; y Guajira, en el que conviven plantas de jardinería clásica con otras especies xerófitas y cactáceas del mediterráneo.Desert City también ofrece la posibilidad de diseñar e instalar jardines sostenibles tanto a particulares como a empresas.Y siguiendo su misión divulgativa, ofrece visitas guiadas gratuitas en el jardín botánico los fines de semana y festivos por la mañana. Un juego de pistas tipo Gymkana de cactus entretiene a los más pequeños mientras los adultos pueden aprender en una charla o taller mensual gratuito sobre el cultivo de cactus y otras suculentas.",https://www.esmadrid.com/informacion-turistica/desert-city,40.598932485479,-3.582379817963,Parques y jardines,,"Autovía A1, Km 25, 28708, San Sebastián de los Reyes, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-27,85185.0,es,atletitour@atleticodemadrid.com,(+34) 911 71 20 91,,Estadio Riyadh Air Metropolitano,"El estadio del Atlético de Madrid, uno de los más modernos del mundo, cuenta con 70 460 localidades y se sitúa en una de las zonas de expansión más importantes de Madrid al noreste de la ciudad, junto a la M-40 y cerca del aeropuerto, entre los barrios de Canillejas y Las Rosas. ¡Descúbrelo visitando Atleti Tour & Museum! ¡Compra tu entrada para el Tour del Atleti o para un partido!Inaugurado en septiembre de 2017, el Riyadh Air Metropolitano (nuevo nombre del estadio) está diseñado cumpliendo los más altos estándares de confort, seguridad y visibilidad. El estadio es el escenario de los partidos del primer equipo del club colchonero y en 2019 acogió la final de la Liga de Campeones entre Liverpool y Tottenham Hospurs. Tras la final de la Champions, la UEFA le categorizó como Estadio de Élite.En él también se han celebrado conciertos de gran repercusión internacional, como los de The Rolling Stones, Metallica, Rammstein, Ed Sheeran o Alejandro Sanz, entre otros.En respuesta a la cada vez mayor demanda de los socios y en beneficio de la salud de todos los espectadores, desde esta temporada 24/25 no está permitido fumar en el estadio Riyadh Air Metropolitano.Atleti Tour & MuseumLos visitantes del estadio Riyadh Air Metropolitano cuentan con este lugar de encuentro, en el que poder adentrarse en la historia del club y los valores atléticos a través de diversas actividades de ocio y entretenimiento, actualmente con una de las experiencias más interactivas e inmersivas del mundo. Con el Tour por el estadio el visitante vivirá una experiencia única, pudiendo sentirse como un futbolista de la primera plantilla, recorriendo los lugares en los que los deportistas se encuentran los días de partido. Así, el recorrido incluye el vestuario, el túnel por el que los futbolistas salen al terreno de juego y la bocana por la que se accede al césped, pudiendo sentarse en los banquillos de los jugadores.También se puede acceder a zonas exclusivas del estadio, como el palco presidencial o la sala de prensa en la que los futbolistas atienden a los medios de comunicación.En el tour se incluye también un stand de realidad virtual, en el que se puede disfrutar de imágenes y momentos emocionantes con una visión y perspectiva únicas gracias a su tecnología de visionado 360°.A través del Museo Interactivo se puede conocer de una forma entretenida el mundo y la cultura rojiblanca desde la fundación del club en 1903 hasta la actualidad. En sus 1400 m2  los fans del Atlético revivirán los éxitos del équipo a lo largo de su historia, contados en primera persona por jugadores actuales e históricos, así como a través de las pantallas táctiles e interactivas, binoculares, grandes proyectores, cabinas telefónicas interactivas, realidad virtual y juegos interactivos que se encontrarán a lo largo del espacio.Las entradas se puede adquirir online y en la taquilla del recinto situada en la calle comercial del Riyadh Air Metropolitano, junto a la tienda oficial. La compra online gozará de un precio menor exclusivo.El club madrileño cuenta con varias experiencias exclusivas con las que poder vivir la pasión por el fútbol y por el equipo colchonero de una forma única, tanto si se acude al estadio para visitarlo como para asistir a un partido, como la posibilidad de realizar el saque de honor lanzando un balón, hacerse fotos sobre el césped, banquillos y portería o recibir a los jugadores desde la zona mixta cuando bajan del autobús. - Plan de movilidad municipal para el Riyadh Air Metropolitano",https://www.esmadrid.com/informacion-turistica/estadio-metropolitano,40.436299422388,-3.599481582642,Edificios y monumentos,Instalaciones deportivas,"de Luis Aragonés, s/n, 28022, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,84554.0,es,info@la-morada.es,(+ 34) 91 173 09 09,,La Morada,"Este espacio polivalente situado en Malasaña permite celebrar cualquier tipo de evento, desde conferencias o clases magistrales a presentaciones de productos, reuniones, proyecciones de videos corporativos o presentaciones de campañas gracias a sus espacios flexibles y versátiles equipados con la última tecnología.La Morada se divide en 4 espacios: la Sala Reina Mora, que cuenta con los últimos avances tecnológicos, así como una sala de proyecciones ATMOS 7.1.4 y un locutorio; el Espacio Croma, destinado principalmente a presentaciones, cócteles y eventos que precisen de ciclorama; la Sala Morada, vinculada al resto de espacios, lo que permite editar el video de los eventos en tiempo real; y el Espacio Azul, donde se pueden organizar reuniones más personales, presentaciones de productos o mantener una reunión paralela a las que se organicen en otras salas de La Morada.El espacio dispone también de todo lo necesario para la realización, grabación y post-producción de una pieza audiovisual, poniendo a disposición del cliente su equipo técnico para grabación, edición de video o audio, doblaje, mezcla de audio, etc...Además, La Morada es productora de documentales y también escuela en donde se imparten cursos relacionados con el audiovisual. ",https://www.esmadrid.com/informacion-turistica/morada,40.4261211,-3.7024497,Espacios para eventos,,"de la Palma, 11, 28004, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,84526.0,es,info@siestaandgo.com,(+ 34) 91 262 50 74,,Siesta & Go,"Si necesitas descansar a lo largo del día y el hotel o tu casa se encuentra lejos de la zona de Azca, Siesta & Go te ofrece la posibilidad de poder dormir una siesta, relajarte por el tiempo que necesites o alojarte en su hostel, en un local que comienza a ser habitual en otras ciudades como Nueva York, París, Londres, Bruselas o Tokio.Situado en la calle Orense, este original servicio permite desde sentarse en una cómoda butaca con reposapiés para leer la prensa o un libro, a echarse una cabezada en una habitación con una cama, pasando por la opción de una litera separada por cortinas para mantener la privacidad. No es necesario pedir cita previa y cuentan con descuentos, promociones mensuales y bonos económicos.Entre los servicios que ofrece el establecimiento se encuentran: wifi gratuito, recepción 24/7, enchufe individual en cada cama, luz de lectura, baño compartido, aire acondicionado y calefacción, colgador individual en la habitación, cortinas opacas, iluminación tenue.Siesta&Go cuenta con otra sucursal en Atocha, en la calle de Vizcaya, 10.",https://www.esmadrid.com/informacion-turistica/siesta-go,40.4488335,-3.6950099,Otros,,"de Orense, 10, 28020, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-28,84235.0,es,cultuhortaleza@madrid.es,(+34) 91 480 27 81,,El silo de Hortaleza,"Esta torre poligonal de autor desconocido, construida en 1928, destaca poderosa sobre el parque de la Huerta de la Salud, una antigua finca de recreo (cuyos primeros propietarios fueron los Duques de Frías) que el jurista Pedro Tobar, a finales del siglo XIX, convirtió en un complejo agrícola-industrial. Ahora se ha convertido en un espacio de exposiciones y eventos culturales, perteneciente al Centro Cultural Huerta de la Salud (en Hortaleza) con una sala de lectura y un mirador en su planta superior con capacidad para un centenar de personas desde el que se pueden ver las Cuatro Torres, Barajas o la sierra madrileña.En su tiempo el silo formaba, junto a El Granero y El Palomar, desaparecidos ambos en la década de 1970, una terna de monumentos que causaban admiración. En ellos se posaban las cigüeñas que anunciaban a los vecinos la llegada de la primavera.La torre mide 20 metros de altura, divididos en siete plantas.",https://www.esmadrid.com/informacion-turistica/silo-hortaleza,40.474921217934,-3.645406365395,Edificios y monumentos,,"Mar de las Antillas, 8 (Parque Huerta de la Salud), 28033, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-20,84234.0,es,parroquia.sanpedroadv@gmail.com,(+34) 913 311 222,,Iglesia de San Pedro ad Víncula,"Hasta su anexión a Madrid en el año 1950, el pueblo de Vallecas fue un municipio independiente. Su iglesia principal fue construida a principios del siglo XVII por Juan de Herrera, aunque la torre se debe a otro arquitecto ilustre, Ventura Rodríguez, quien la proyectó en 1775. Del templo destacan su fabulosa fachada, con una representación de la Liberación de San Pedro, y las molduras geométricas de la bóveda de la nave central. También, su capilla bautismal y las del Cristo de la Salud, del Nazareno y de la Trinidad.",https://www.esmadrid.com/informacion-turistica/iglesia-san-pedro-ad-vincula,40.380351229036,-3.620284795761,Edificios y monumentos,,"de Sierra Gorda, 5, 28031, Madrid, Spain",Puntos de interés turístico,,,,,,,,,,,,,,,,,,,,,,,,,,
